STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform
3670.0,HAINARAKATTE,TANK,KARNATAKA,25.0,27.0,4.0,5.5,7.1,8.0,310.0,710.0,2.0,3.0,0.1,0.3,94.0,260.0,1600,3500.0
3671.0,HANUMANTHAPURAKATTE,TANK,KARNATAKA,25.0,28.0,5.1,6.5,7.5,7.9,190.0,440.0,2.0,2.0,0.1,0.2,140.0,210.0,1300,2100.0
3672.0,SANKALAPURAKERE,TANK,KARNATAKA,25.0,27.0,5.2,5.9,6.8,7.7,210.0,390.0,2.0,2.0,0.1,0.2,92.0,170.0,940,2200.0
3673.0,HAVALIKERE,TANK,KARNATAKA,25.0,27.0,4.6,5.0,7.0,7.8,290.0,530.0,2.0,3.0,0.1,0.2,61.0,260.0,940,2400.0
3675.0,B KALEHALLIKERE,TANK,KARNATAKA,25.0,28.0,5.4,7.0,7.4,7.9,430.0,590.0,2.0,2.0,0.1,0.2,93.0,270.0,1300,3500.0
3677.0,SHARANABAWESHWARA KERE,TANK,KARNATAKA,25.0,30.0,4.4,8.3,8.1,9.2,1112.0,1460.0,7.8,16.0,0.0,0.1,1200.0,2500.0,4500,8000.0
3679.0,BHUTANALA LAKE,TANK,KARNATAKA,28.0,33.0,5.1,10.5,7.6,8.5,6.0,1610.0,0.5,26.0,0.9,7.7,220.0,1600.0,1600,3200.0
3680.0,KILLA LAKE,TANK,KARNATAKA,20.0,32.0,5.6,9.0,7.4,8.2,450.0,720.0,0.8,3.4,0.6,11.1,1800.0,1800.0,3200,3200.0
3681.0,ANGOL MI TANL,TANK,KARNATAKA,21.0,29.0,0.0,10.2,6.9,7.7,440.0,686.0,4.1,15.0,1.3,13.7,1800.0,1800.0,3200,3200.0
3682.0,KAKATI POND,TANK,KARNATAKA,21.0,32.0,5.1,11.0,8.4,9.1,2700.0,7900.0,1.3,12.7,1.8,46.8,560.0,1700.0,1600,5000.0
3683.0,HEREKERE,TANK,KARNATAKA,25.0,27.0,4.2,4.9,7.0,7.8,676.0,1516.0,12.3,41.0,0.9,2.1,350.0,1600.0,900,1800.0
3684.0,KELEGERE,TANK,KARNATAKA,24.0,27.0,6.9,7.3,7.6,8.3,918.0,1357.0,3.3,3.9,0.5,0.9,80.0,900.0,550,1800.0
3685.0,NAVALOORU LAKE,TANK,KARNATAKA,23.0,27.0,6.1,8.1,7.8,8.5,806.0,1790.0,4.7,13.8,1.0,1.6,130.0,900.0,550,1800.0
3686.0,NIRASAGARAKERE,TANK,KARNATAKA,23.0,27.0,7.2,7.5,7.8,8.3,466.0,820.0,2.4,3.2,0.3,0.7,50.0,140.0,110,900.0
3687.0,NUGGIKERE,TANK,KARNATAKA,23.0,27.0,6.6,6.9,7.5,8.4,630.0,1024.0,3.5,5.3,0.5,1.1,70.0,350.0,275,1800.0
3688.0,SUDANAKERE,TANK,KARNATAKA,23.0,27.0,6.8,7.6,7.8,8.3,521.0,1064.0,3.2,5.0,0.4,1.2,130.0,550.0,900,1800.0
3689.0,SOMESHWARAKERE,TANK,KARNATAKA,23.0,27.0,6.2,6.7,7.5,8.4,686.0,1003.0,4.8,13.7,1.2,1.9,225.0,900.0,1600,1800.0
3690.0,UNAKALKERE,TANK,KARNATAKA,23.0,27.0,6.5,7.1,7.7,8.4,1214.0,1630.0,4.2,5.6,0.9,1.4,170.0,1600.0,900,1800.0
3691.0,VIMANABHUTHIKERE,TANK,KARNATAKA,25.0,31.0,6.5,7.3,7.2,8.1,110.0,230.0,2.4,2.6,0.0,0.2,70.0,900.0,300,1600.0
3692.0,KUNDUVADAKERE,TANK,KARNATAKA,25.0,34.0,6.8,7.3,7.1,8.2,102.0,300.0,2.4,3.0,0.0,0.5,110.0,800.0,500,1600.0
3693.0,BHATHIKERE,TANK,KARNATAKA,25.0,33.0,4.2,6.2,6.8,8.0,190.0,910.0,4.0,14.0,0.0,2.9,1700.0,70000.0,3500,110000.0
3694.0,SHANTHISAGARKERE,TANK,KARNATAKA,26.0,28.0,6.9,7.4,7.1,8.0,120.0,290.0,2.4,3.0,0.0,0.4,240.0,1400.0,900,2800.0
3695.0,KONDAGGIKERE,TANK,KARNATAKA,26.0,30.0,5.9,7.1,7.3,8.2,170.0,270.0,2.5,7.0,0.0,0.6,50.0,1700.0,500,3500.0
3696.0,AIANAKERE,TANK,KARNATAKA,26.0,31.0,3.0,6.8,7.0,9.9,790.0,2010.0,1.5,300.0,0.0,5.4,22000.0,170000.0,50000,300000.0
3697.0,MATTADAKERE,TANK,KARNATAKA,23.0,30.0,2.0,5.4,7.5,9.1,560.0,930.0,1.5,69.0,0.0,3.1,800.0,60000.0,1700,90000.0
1383.0,"ORUVATHILKOTTA LAKE, 
KERALA",LAKE,KERALA,31.0,32.0,4.0,6.2,6.4,6.9,480.0,700.0,1.0,15.0,0.0,0.5,1200.0,3200.0,2600,11400.0
1385.0,"SASTHAMCOTTA LAKE, 
KERALA",LAKE,KERALA,21.0,28.0,6.0,6.8,6.8,7.4,100.0,128.0,1.1,2.0,0.4,0.8,40.0,170.0,120,490.0
1441.0,"ASHTHAMUDI LAKE AT 
QUILON, KERALA",LAKE,KERALA,21.0,28.0,5.4,6.6,6.8,7.8,16730.0,21630.0,1.2,2.4,0.9,1.8,110.0,210.0,210,580.0
1574.0,"PARAVUR, KERALA",LAKE,KERALA,22.0,30.0,5.9,7.2,6.7,7.4,14052.0,22400.0,1.2,2.0,0.9,1.8,79.0,170.0,160,540.0
1575.0,"KOCHI (OIL TANKER JETTY), 
KERALA",LAKE,KERALA,26.0,31.0,4.0,6.4,1.6,7.9,1177.0,54000.0,1.3,3.0,0.3,1.3,100.0,27000.0,200,70000.0
1576.0,"THEKKADY, KERALA",LAKE,KERALA,24.0,29.0,6.7,7.5,7.2,7.8,40.0,49.0,0.2,0.5,0.0,0.1,0.0,490.0,0,1000.0
1577.0,"KODUNGALLOOR, KERALA",LAKE,KERALA,26.0,30.0,4.6,7.6,6.4,7.8,61.0,45000.0,0.6,6.0,0.2,2.0,200.0,5800.0,540,38000.0
1578.0,"KAYAMKULAM, KERALA",LAKE,KERALA,27.0,31.0,2.9,7.9,6.9,7.9,589.0,48216.0,0.5,4.0,0.0,0.9,0.0,1200.0,40,2800.0
1579.0,"ALAPPUZHA, KERALA",LAKE,KERALA,26.0,31.0,4.5,7.9,6.9,8.0,142.0,8000.0,1.0,3.7,0.0,0.3,20.0,8000.0,100,12000.0
1580.0,"POOKOTE, KERALA",LAKE,KERALA,24.0,31.4,5.2,8.6,6.1,7.2,24.0,39.0,0.0,1.5,0.0,0.1,0.0,20.0,10,170.0
2312.0,"LAKE VEMBANADU AT 
PATHIRAMANAL (ALAPPUZHA)",LAKE,KERALA,27.0,31.0,5.9,7.9,7.0,7.8,132.0,8978.0,1.0,3.0,0.0,0.2,20.0,580.0,100,840.0
2318.0,"PAZHASSI RESERVOIR 
(KANNUR)",LAKE,KERALA,24.0,34.0,7.1,8.1,6.6,7.7,44.0,130.0,0.1,1.3,0.0,0.2,40.0,700.0,140,1300.0
2328.0,RSVR AT MALAMPUZHA,LAKE,KERALA,24.0,30.0,7.0,9.8,6.8,8.2,96.0,170.0,0.4,3.0,0.1,2.0,0.0,380.0,100,630.0
2329.0,RSVR AT BHOOTHATHANKETU,LAKE,KERALA,25.0,30.0,5.8,7.7,6.3,7.2,27.0,62.0,0.5,2.0,0.1,1.0,79.0,4000.0,200,7900.0
2330.0,RSVR AT EDAMALAYAR,LAKE,KERALA,26.0,31.0,5.7,8.3,6.5,7.2,22.0,35.0,0.3,2.0,0.0,0.3,20.0,1700.0,49,6300.0
3462.0,"MANANCHIRA POND AT 
KOZHEKODE",POND,KERALA,27.0,32.0,3.3,9.7,6.5,8.3,67.0,126.0,0.0,2.3,0.0,1.0,2.0,1100.0,2,2800.0
1401.0,"POND NEAR JUMA MASJID, 
LAKSHAWDEEP",POND,LAKSHADWEEP,28.5,30.7,,,6.4,8.6,370.0,917.0,,,0.0,0.0,,,,
1373.0,"UPPER LAKE AT BHOPAL 
(INTAKE POINT), M.P.",LAKE,MADHYA PRADESH,19.0,31.0,6.4,9.5,7.6,8.3,3.0,335.0,1.1,5.2,1.4,4.6,2.0,170.0,110,1600.0
1374.0,"LOWER LAKE AT BHOPAL 
OUTLET M.P.",LAKE,MADHYA PRADESH,17.0,30.0,6.0,8.7,6.6,8.3,348.0,496.0,3.0,6.8,2.9,18.0,110.0,920.0,1600,2400.0
1466.0,"MULTAI TANK LAKE AT VILLA. 
KHARI ON BETULAMRAVATI",LAKE,MADHYA PRADESH,16.0,27.0,7.8,8.4,7.5,8.5,211.0,528.0,1.4,4.3,0.0,7.3,2.0,2.0,120,1600.0
2128.0,"KHANDARI RESERVOIR WATER 
OFF TAKE POINT",LAKE,MADHYA PRADESH,17.5,35.0,6.8,8.4,7.4,8.3,146.0,415.0,0.7,1.8,0.3,4.7,2.0,10.0,BDL,130.0
2129.0,PERIAT TANK JABALPUR,LAKE,MADHYA PRADESH,18.0,30.0,6.7,7.8,7.3,8.3,249.0,410.0,1.2,1.9,0.3,3.9,2.0,15.0,BDL,240.0
2130.0,"MADHAV LAKE, SHIVPURI",LAKE,MADHYA PRADESH,12.0,42.0,5.1,8.0,7.6,8.4,292.0,930.0,1.5,2.8,1.0,4.0,2.0,10.0,13,150.0
2131.0,YASHWANT SAGAR AT INDORE,LAKE,MADHYA PRADESH,20.0,30.0,5.2,8.0,7.2,8.7,492.0,817.0,1.0,2.0,0.7,3.1,2.0,2.0,40,94.0
2132.0,BILAWALI TALAB AT INDORE,LAKE,MADHYA PRADESH,20.0,30.0,4.9,8.2,7.3,8.8,368.0,810.0,1.2,2.6,0.8,7.2,2.0,2.0,5,130.0
2133.0,SIRPUR TALAB AT INDORE,LAKE,MADHYA PRADESH,20.0,30.0,5.3,7.8,7.8,8.8,450.0,804.0,1.2,2.8,0.6,2.7,2.0,2.0,24,110.0
2134.0,"NAGCHUN TALAB AT 
KHANDWA",LAKE,MADHYA PRADESH,23.0,29.0,4.6,7.8,7.7,8.9,290.0,674.0,0.8,2.6,0.9,2.7,2.0,2.0,6,94.0
2135.0,GOVINDGARH TANK,LAKE,MADHYA PRADESH,19.0,31.5,6.3,7.7,7.0,7.8,,,0.8,1.8,0.4,2.7,2.0,6.0,21,60.0
2136.0,"SHAHPURA LAKE AT WEIR 
NEAR AYUSHMAN HOSPITAL, 
BHOP",LAKE,MADHYA PRADESH,16.0,31.0,4.2,7.8,7.4,8.8,6.0,826.0,2.5,14.0,0.4,16.2,2.0,430.0,130,2400.0
2137.0,UPPER LAKE AT YATCH CLUB,LAKE,MADHYA PRADESH,18.0,31.0,6.1,8.4,6.7,8.3,138.0,526.0,1.3,2.9,0.9,6.0,2.0,280.0,28,1600.0
2138.0,UPPER LAKE AT KARBALA CLUB,LAKE,MADHYA PRADESH,17.0,30.0,6.4,8.9,6.9,8.6,170.0,312.0,1.4,20.0,1.2,8.3,2.0,350.0,110,1600.0
2139.0,"UPPER LAKE AT BAIRAGARH 
CLUB",LAKE,MADHYA PRADESH,16.0,31.0,6.5,9.2,7.2,8.6,170.0,528.0,1.0,2.9,1.6,5.3,2.0,920.0,110,1600.0
2140.0,"KERWA DAM NEAR REST 
HOUSE, BPL",LAKE,MADHYA PRADESH,20.0,31.0,6.7,8.9,7.5,8.3,94.0,285.0,0.7,10.0,0.9,9.1,2.0,2.0,24,150.0
2141.0,JANUNIA TALAB NEAR W/S,LAKE,MADHYA PRADESH,14.0,31.0,2.2,8.4,7.7,8.3,318.0,427.0,2.1,2.8,1.6,7.6,2.0,350.0,110,1600.0
2142.0,"KALISINDH RESERVOIR AT 
SARANGPUR, RAJGARH",LAKE,MADHYA PRADESH,11.0,32.0,6.9,8.0,7.5,8.6,216.0,1014.0,1.2,2.1,0.0,3.0,2.0,2.0,23,43.0
3296.0,CHORAL DAM NEAR INDORE,LAKE,MADHYA PRADESH,22.0,30.0,6.5,7.6,7.6,8.9,408.0,663.0,1.0,2.0,0.0,1.7,2.0,2.0,40,70.0
3297.0,"MITHA TALAB, DEWAS",POND,MADHYA PRADESH,20.0,24.0,6.2,6.9,7.5,8.4,552.0,708.0,3.0,5.4,0.0,3.8,6.0,3400.0,70,35000.0
3298.0,POND WATER AT LAKODA,POND,MADHYA PRADESH,22.0,27.0,6.8,7.2,7.4,7.9,156.0,332.0,2.0,2.4,0.1,0.9,4.0,21.0,46,70.0
3299.0,HANUMANTAL JABALPUR,POND,MADHYA PRADESH,17.7,23.0,6.1,7.7,7.3,8.4,340.0,852.0,2.4,6.0,0.4,9.1,2.0,430.0,41,1600.0
3300.0,"RANITAL TALAB, JABALPUR",POND,MADHYA PRADESH,17.0,23.0,3.5,6.9,7.4,8.5,400.0,1428.0,1.8,20.0,0.3,6.1,2.0,1600.0,BDL,1600.0
3301.0,MOTI TALAB AT BALAGHAT,POND,MADHYA PRADESH,17.0,35.0,5.5,7.4,7.1,8.3,357.0,826.0,1.7,3.9,0.3,4.3,2.0,130.0,BDL,540.0
3302.0,"PIPLIYA PALA TALAB, INDORE",POND,MADHYA PRADESH,20.0,29.0,4.1,7.9,7.3,8.5,480.0,1223.0,1.4,2.9,0.0,22.1,2.0,2.0,70,170.0
3303.0,"RANI TALAB, REWA",POND,MADHYA PRADESH,19.5,31.5,6.7,8.4,7.0,8.1,,,0.9,1.9,0.2,1.9,2.0,4.0,17,27.0
3304.0,"RIHAND RESRVOIR, SINGRAULI",POND,MADHYA PRADESH,19.0,27.0,7.0,8.1,7.1,7.6,280.0,415.0,1.2,1.9,0.0,0.9,2.0,2.0,8,17.0
3830.0,"GOKALPUR TALAB, DIST 
JABALPUR",POND,MADHYA PRADESH,16.5,35.0,5.6,7.3,7.4,8.3,348.0,733.0,1.8,6.6,0.4,13.0,2.0,1600.0,47,1600.0
3831.0,"DAL SAGAR TALAB, DIST SEONI",POND,MADHYA PRADESH,18.0,35.0,6.2,9.5,7.3,8.2,350.0,612.0,1.8,4.8,0.3,8.2,2.0,70.0,BDL,460.0
3849.0,SITAPAT TALAB DHAR,POND,MADHYA PRADESH,21.0,30.0,6.5,8.2,7.8,8.9,283.0,899.0,1.0,1.6,0.0,1.0,2.0,2.0,40,60.0
3850.0,BAGDOON TALAB PITHAMPUR,POND,MADHYA PRADESH,17.0,29.0,5.0,8.2,7.6,8.6,280.0,942.0,1.2,2.3,0.0,1.8,2.0,2.0,48,170.0
1425.0,"LOKTAK LAKE AT THANA, 
MANIPUR",LAKE,MANIPUR,18.0,29.8,4.6,9.1,6.5,7.8,118.0,518.0,1.2,5.2,0.03,0.04,,,20,240.0
1426.0,"LOKTAK LAKE AT BISHNUPUR, 
MANIPUR",LAKE,MANIPUR,17.0,29.8,3.2,9.7,7.1,7.7,109.0,542.0,0.1,5.8,0.03,0.05,,,10,55.0
1629.0,"SENDRA (LOKTAK LAKE), 
MANIPUR",LAKE,MANIPUR,18.3,30.1,5.7,10.1,7.1,8.1,121.0,514.0,1.6,7.3,0.03,0.05,,,1,135.0
1630.0,"KARANG ISLAND(LOKTAK 
LAKE), MANIPUR",LAKE,MANIPUR,19.0,29.4,4.3,10.1,7.0,7.8,117.0,548.0,0.3,5.4,0.03,0.04,,,10,105.0
2837.0,"PUMLEN LAKE AT 
TOKPACHING, DISTT. 
THOUBAL, MANIPUR",LAKE,MANIPUR,18.0,30.6,2.2,7.5,6.4,7.9,117.0,407.0,0.9,7.4,0.03,0.04,,,88,280.0
2839.0,"PUKHRI AT LANGMEIDONG, 
DISTT. THOUBAL, MANIPUR",POND,MANIPUR,19.0,31.1,6.3,10.3,6.8,8.0,170.0,738.0,0.7,6.3,0.03,0.04,,,35,75.0
2840.0,"LAMJAO PUKHURI AT 
ACHOUBA, DISTT. THOUBAL, 
MANIPUR",POND,MANIPUR,18.0,30.8,7.2,10.3,7.1,8.3,127.0,909.0,1.3,5.5,0.03,0.05,,,55,90.0
2841.0,"HIRANMEI PUKHURI AT 
THOUBAL, MANIPUR",POND,MANIPUR,19.0,30.0,3.8,8.9,6.3,7.9,148.0,1026.0,1.6,5.3,0.03,0.04,,,60,270.0
2842.0,"LANGMEIDONG PUKHURI AT 
THOUBAL, MANIPUR",POND,MANIPUR,19.0,30.2,6.4,9.9,7.1,7.9,190.0,799.0,0.7,6.8,0.03,0.04,,,20,90.0
2843.0,"POND AT LALAMBUNG, 
IMPHAL WEST, MANIPUR",POND,MANIPUR,18.0,30.5,3.6,7.7,6.8,8.1,254.0,998.0,1.3,3.2,0.03,0.03,,,30,140.0
2844.0,"LILONG PUKHURI AT IMPHAL 
WEST, MANIPUR",POND,MANIPUR,18.0,31.7,5.8,11.8,7.1,8.4,116.0,1132.0,1.3,6.4,0.03,0.05,,,63,195.0
2845.0,"POND AT NGAIRANGBAM, 
IMPHAL WEST, MANIPUR",POND,MANIPUR,18.0,31.0,6.0,14.6,7.0,8.7,73.0,463.0,0.8,8.7,0.03,0.04,,,15,80.0
2846.0,"POND AT MOIDANGPOK, 
IMPHAL WEST, MANIPUR",POND,MANIPUR,19.0,30.0,5.3,14.4,7.1,8.2,78.0,443.0,0.4,7.3,0.03,0.04,,,5,50.0
2847.0,"POND AT MAIBAM 
LOKPACHING, IMPHAL WEST, 
MANIPUR",POND,MANIPUR,20.0,30.0,6.3,7.6,7.2,7.5,104.0,199.0,2.8,5.8,0.03,0.05,,,10,45.0
2848.0,"POND AT KAKWA BAZAR, 
IMPHAL WEST, MANIPUR",POND,MANIPUR,19.0,30.0,5.5,7.1,6.9,7.5,221.0,502.0,2.6,5.4,0.03,0.04,,,20,115.0
2849.0,"CHANAM PUKHURI, IMPHAL 
WEST, MANIPUR",POND,MANIPUR,18.0,30.3,5.9,17.4,6.9,11.0,253.0,1353.0,2.4,6.3,0.03,0.04,,,70,155.0
2850.0,"NINGTHEM PUKHURI, IMPHAL 
EAST, MANIPUR",POND,MANIPUR,19.0,30.0,4.1,14.5,6.5,9.2,9.0,1389.0,0.4,8.2,0.04,0.04,,,70,200.0
2851.0,"POND AT KONGBA BAZAR, 
IMPHAL EAST, MANIPUR",POND,MANIPUR,18.0,30.0,3.0,34.0,6.3,9.5,109.0,1389.0,0.3,19.6,0.04,0.05,,,75,200.0
1347.0,"UMIAM LAKE AT BARAPANI, 
MEGHALAYA",LAKE,MEGHALAYA,15.0,25.0,5.0,9.3,7.3,9.5,80.0,140.0,3.6,7.0,0.4,1.8,1400.0,2300.0,3100,4900.0
1348.0,"WARD LAKE AT SHILONG EAST, 
KHASI HILL DT., MEGHALA",LAKE,MEGHALAYA,10.0,21.0,6.2,9.0,7.1,8.0,135.0,180.0,4.0,6.0,0.1,0.6,790.0,1700.0,2700,3900.0
1459.0,"THADLASKEIN LAKE, 
MEGHALAYA",LAKE,MEGHALAYA,11.0,22.0,6.2,8.2,6.7,7.3,40.0,59.0,1.4,2.2,0.3,0.8,14.0,24.0,70,130.0
3346.0,"UMIAM LAKE AT OUTFALL OF 
UMIAM RIVER INTO LAKE, RI",LAKE,MEGHALAYA,15.0,24.0,3.0,7.7,6.8,8.3,85.0,155.0,4.6,10.0,0.6,2.0,2000.0,2700.0,3600,5800.0
3347.0,"UMIAM LAKE AT MIDDLE 
POINT, RI BHOI",LAKE,MEGHALAYA,14.0,24.0,4.6,11.5,7.2,9.8,81.0,125.0,4.0,8.6,0.5,1.5,1100.0,2300.0,2700,4300.0
3348.0,"UMIAM LAKE ATNEAR UNITED 
CHRISTIAN COLLEGE, RI BH",LAKE,MEGHALAYA,15.0,26.0,3.0,6.2,6.9,9.8,79.0,144.0,4.2,7.8,0.3,1.0,1300.0,2200.0,2400,4400.0
3349.0,"TASEK LAKE AT SONGSAK 
(NAPHAK), EAST GARO HILLS",LAKE,MEGHALAYA,15.0,30.0,6.3,7.5,6.8,7.4,58.0,85.0,1.4,2.0,0.3,0.4,24.0,36.0,84,210.0
2886.0,"PUDUMPUKHURI, DIMAPUR, 
NAGALAND",LAKE,NAGALAND,22.0,36.0,2.5,7.4,6.5,8.5,54.0,173.0,2.4,8.8,0.1,0.8,,,,
2887.0,"BANGLA FISHERY, DIMAPUR, 
NAGALAND",LAKE,NAGALAND,21.4,35.5,2.6,7.8,7.0,8.5,55.0,178.0,2.0,4.8,0.2,0.7,,,,
2437.0,CHILKA LAKE (RAMSAR SITE),LAKE,ODISHA,24.0,32.0,5.1,8.1,7.4,8.3,1950.0,55320.0,1.0,2.7,0.0,2.1,2.0,9200.0,2,9200.0
2438.0,ANSHUPA,LAKE,ODISHA,23.0,32.0,5.4,10.0,6.8,8.3,106.0,247.0,1.0,3.9,0.0,1.5,20.0,3500.0,230,9200.0
3953.0,CHILKA AT RAMBHA,LAKE,ODISHA,11.0,26.0,6.2,11.0,7.9,9.1,12580.0,31890.0,0.3,2.0,0.0,1.9,2.0,2200.0,BDL,3500.0
3954.0,"TAMPADA LAKE AT 
CHHATRAPUR",LAKE,ODISHA,12.0,25.0,4.5,12.5,7.3,8.5,323.0,934.0,4.4,16.9,0.0,5.1,20.0,3300.0,40,11000.0
3955.0,ANSHUPA AT SUBARANAPUR,LAKE,ODISHA,23.0,32.0,6.3,9.4,6.6,8.1,104.0,240.0,0.6,4.3,0.1,4.2,20.0,2400.0,78,2800.0
3956.0,ANSHUPA AT BISHNUPUR,LAKE,ODISHA,22.0,32.0,3.4,9.4,6.7,8.3,106.0,199.0,0.5,4.4,0.1,1.6,20.0,2400.0,78,5400.0
3957.0,ANSHUPA AT SARAANDAGARH,LAKE,ODISHA,23.0,32.0,4.8,11.0,6.9,8.2,105.0,206.0,0.8,4.8,0.1,2.4,20.0,3500.0,93,9200.0
2431.0,"BINDUSAGAR ( RELIGIOUS 
POND OF BHUBANESWAR 
CITY)",POND,ODISHA,19.0,31.0,3.5,7.7,7.1,8.4,387.0,477.0,1.0,4.9,0.3,3.8,130.0,160000.0,260,160000.0
2432.0,"NARENDRA POKHARI ( 
RILIGIOUS POND OF PURI CITY)",POND,ODISHA,22.0,30.0,5.0,13.4,8.0,9.1,642.0,1007.0,3.8,9.5,0.1,3.8,2.0,16000.0,2,16000.0
2433.0,"MARKANDA POKHARI ( 
RILIGIOUS POND OF PURI CITY)",POND,ODISHA,22.0,30.0,4.7,18.3,7.3,9.0,608.0,1517.0,3.6,8.1,3.2,15.6,2.0,16000.0,2,16000.0
2434.0,"INDRADYUMNA TANK ( 
RILIGIOUS POND OF PURI CITY)",POND,ODISHA,20.0,31.0,3.3,9.8,7.6,8.8,332.0,701.0,3.2,7.0,0.1,2.3,78.0,16000.0,270,54000.0
2435.0,"SWETAGANGA ( RILIGIOUS 
POND OF PURI CITY)",POND,ODISHA,20.0,30.0,1.6,12.9,6.6,9.0,528.0,1266.0,4.1,16.4,0.6,7.8,330.0,16000.0,790,16000.0
2436.0,"PARVATI SAGAR ( RILIGIOUS 
POND OF PURI CITY)",POND,ODISHA,24.0,32.0,4.8,14.8,6.6,8.9,249.0,683.0,3.1,17.8,0.1,1.9,20.0,16000.0,130,16000.0
3962.0,"JAGANNATH SAGAR POND OF 
JEYPORE",POND,ODISHA,16.0,32.0,6.5,7.6,6.8,8.5,93.0,639.0,0.7,2.8,0.1,2.5,20.0,2500.0,45,4300.0
3963.0,RANIGUDA POND,POND,ODISHA,21.0,34.0,2.3,16.2,7.4,8.8,595.0,1020.0,2.5,18.1,0.5,6.5,20.0,16000.0,170,16000.0
1396.0,"OSTERI LAKE, PONDICHERRY",LAKE,PUDUCHERRY,29.0,35.0,8.0,66.0,8.3,9.1,293.0,575.0,0.0,3.0,BDL,0.1,22.0,22.0,50,350.0
1686.0,"BAHOUR LAKE, PONDICHERRY",LAKE,PUDUCHERRY,29.0,34.0,5.5,8.9,6.6,8.5,335.0,748.0,0.0,3.0,0.0,1.7,27.0,80.0,130,220.0
1297.0,"HARIKE LAKE AT HARIKE 
VILLAGE, PUNJAB",LAKE,PUNJAB,12.0,32.0,6.3,7.6,7.0,7.8,183.0,368.0,1.6,3.0,0.8,1.5,230.0,2200.0,490,4700.0
1382.0,"HARIKE LAKE D/S FROM 
CANAL, PUNJAB",LAKE,PUNJAB,12.0,34.0,6.3,7.8,7.0,7.9,234.0,334.0,1.6,3.0,0.7,1.4,230.0,2100.0,490,4300.0
2912.0,"RANJIT SAGAR RESERVOIR, 
PUNJAB",LAKE,PUNJAB,11.0,29.0,7.8,8.3,7.2,7.9,148.0,222.0,0.0,BDL,BDL,0.7,33.0,79.0,70,140.0
1285.0,"PICHOLA LAKE AT UDAIPUR 
(WATER INTAKE POINT), RAJA",LAKE,RAJASTHAN,16.0,32.0,6.0,7.2,7.9,8.9,530.0,700.0,0.6,2.3,1.7,3.1,9.0,372.0,28,150.0
1286.0,"UDAISAGAR LAKE AT UDAIPUR 
(INTAKE PT.) RAJASTHAN",LAKE,RAJASTHAN,16.0,30.0,5.4,6.1,7.9,8.8,1060.0,1480.0,1.7,4.0,0.0,2.7,14.0,28.0,28,150.0
1414.0,"PUSHKAR LAKE, RAJASTHAN",LAKE,RAJASTHAN,18.0,29.0,2.3,5.7,6.7,7.9,330.0,750.0,1.5,9.6,1.1,3.1,7.0,20.0,14,120.0
1481.0,"FATEH SAGAR LAKE AT 
UDAIPUR INTAKE POINT OF 
PHED,",LAKE,RAJASTHAN,16.0,31.0,6.2,7.2,7.9,8.7,610.0,780.0,0.9,3.3,1.7,3.1,11.0,20.0,75,150.0
1714.0,"KAYALANA JHEEL JODHPUR, 
RAJASTHAN",LAKE,RAJASTHAN,21.2,34.0,5.3,9.2,7.4,9.0,250.0,360.0,0.6,2.7,1.3,4.5,4.0,11.0,7,28.0
1716.0,"NAKKI LAKE, MT. ABU, 
RAJASTHAN",LAKE,RAJASTHAN,10.0,27.5,4.6,6.5,7.3,8.1,240.0,300.0,0.2,2.8,1.8,3.1,4.0,14.0,7,28.0
2935.0,"LAKE JET SAGAR, BUNDI, 
RAJASTHAN",LAKE,RAJASTHAN,18.0,31.0,2.7,5.4,7.4,8.3,410.0,790.0,0.9,3.7,1.3,3.2,7.0,64.0,20,150.0
2937.0,"LAKE SILISERH, ALWAR, 
RAJASTHAN",LAKE,RAJASTHAN,17.0,33.0,5.4,7.3,7.3,8.3,210.0,330.0,1.1,3.1,1.8,3.1,4.0,14.0,7,28.0
2938.0,"LAKE RAJSAMAND, 
RAJSAMAND POINT NO. 1, 
RAJSAMAND,",LAKE,RAJASTHAN,19.0,28.0,3.2,5.7,7.9,8.4,510.0,710.0,0.6,3.3,2.1,3.1,7.0,20.0,28,93.0
2939.0,"LAKE RAJSAMAND, 
RAJSAMAND POINT NO. 2, 
RAJSAMAND,",LAKE,RAJASTHAN,18.5,27.5,3.3,5.7,7.9,8.4,480.0,720.0,0.7,3.2,1.8,3.1,7.0,14.0,28,75.0
2940.0,"GAPE SAGAR LAKE, 
DUNGARPUR, RAJASTHAN",LAKE,RAJASTHAN,12.0,28.0,4.2,5.4,7.4,8.1,520.0,960.0,0.9,4.4,1.8,2.7,7.0,21.0,28,93.0
2943.0,"LODHA TALAB, BANSWARA 
DUNGARPUR ROAD, 
BANSWARA, R",LAKE,RAJASTHAN,18.0,29.0,3.2,5.7,6.8,8.3,630.0,1110.0,1.1,3.7,2.3,3.1,14.0,28.0,75,150.0
2944.0,"JALMAHAL, JAIPUR, 
RAJASTHAN",LAKE,RAJASTHAN,18.0,32.0,1.8,7.2,7.2,9.0,440.0,5300.0,3.2,28.0,0.0,3.1,21.0,75.0,150,210.0
